# name: E6 Harestua to Grua (section ATK)
# fallbackSpeedKmh: 80
# osrmDistanceMeters: 11246.5
# osrmDurationSeconds: 721
60.265404,10.667353
60.265506,10.667359
60.265640,10.667360
60.265691,10.667355
60.265771,10.667342
60.265839,10.667325
60.265888,10.667311
60.265938,10.667287
60.266001,10.667255
60.266051,10.667220
60.266108,10.667171
60.266174,10.667100
60.266243,10.667014
60.266296,10.666931
60.266348,10.666845
60.266397,10.666743
60.266446,10.666635
60.266494,10.666504
60.266537,10.666373
60.266579,10.666218
60.266620,10.666061
60.266651,10.665938
60.266754,10.665491
60.266812,10.665259
60.266869,10.665063
60.266924,10.664917
60.266991,10.664763
60.267062,10.664638
60.267128,10.664541
60.267206,10.664455
60.267275,10.664395
60.267345,10.664345
60.267415,10.664309
60.267491,10.664289
60.267572,10.664277
60.267647,10.664279
60.267733,10.664285
60.267733,10.664285
